1367,2014-01-01,2014-01-01 00:12:47,2014-01-01 00:35:34,519,Pershing Square N,40.75188406,-73.97770164,386,Centre St & Worth St,40.71494807,-74.00234482,20731,Customer,-1,0,61plus
471,2014-01-01,2014-01-01 00:00:06,2014-01-01 00:07:57,2009,Catherine St & Monroe St,40.71117444,-73.99682619,263,Elizabeth St & Hester St,40.71729,-73.996375,16379,Subscriber,1986,1,21-30
570,2014-01-01,2014-01-01 01:36:25,2014-01-01 01:45:55,128,MacDougal St & Prince St,40.72710258,-74.00297088,382,University Pl & E 14 St,40.73492695,-73.99200509,16928,Subscriber,1968,1,41-50
584,2014-01-01,2014-01-01 01:36:18,2014-01-01 01:46:02,128,MacDougal St & Prince St,40.72710258,-74.00297088,382,University Pl & E 14 St,40.73492695,-73.99200509,20372,Subscriber,1969,2,41-50
376,2014-01-01,2014-01-01 01:36:05,2014-01-01 01:42:21,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,18342,Subscriber,1969,2,41-50
716,2014-01-01,2014-01-01 01:35:50,2014-01-01 01:47:46,79,Franklin St & W Broadway,40.71911552,-74.00666661,3002,South End Ave & Liberty St,40.711512,-74.015756,18511,Customer,-1,0,61plus
761,2014-01-01,2014-01-01 01:35:50,2014-01-01 01:48:31,504,1 Ave & E 15 St,40.73221853,-73.98165557,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20821,Subscriber,1967,1,41-50
758,2014-01-01,2014-01-01 01:35:49,2014-01-01 01:48:27,504,1 Ave & E 15 St,40.73221853,-73.98165557,358,Christopher St & Greenwich St,40.73291553,-74.00711384,14880,Subscriber,1974,1,41-50
