"","time","station_id","availableDocks","availableBikes"
"1","2016-04-27 08:22:46 AM",72,30,9
"2","2016-04-27 08:22:46 AM",79,19,13
"3","2016-04-27 08:22:46 AM",82,21,4
"4","2016-04-27 08:22:46 AM",83,49,12
"5","2016-04-27 08:22:46 AM",116,35,3
"6","2016-04-27 08:22:46 AM",119,8,11
"7","2016-04-27 08:22:46 AM",120,16,2
"8","2016-04-27 08:22:46 AM",127,30,1
"9","2016-04-27 08:22:46 AM",128,18,12
"10","2016-04-27 08:22:46 AM",137,19,27
"11","2016-04-27 08:22:46 AM",143,9,15
"12","2016-04-27 08:22:46 AM",144,16,3
"13","2016-04-27 08:22:46 AM",146,38,0
"14","2016-04-27 08:22:46 AM",147,22,10
"15","2016-04-27 08:22:46 AM",150,19,9
"16","2016-04-27 08:22:46 AM",151,30,2
"17","2016-04-27 08:22:46 AM",152,25,4
"18","2016-04-27 08:22:46 AM",153,47,8
"19","2016-04-27 08:22:46 AM",157,17,6
"20","2016-04-27 08:22:46 AM",160,25,1
"21","2016-04-27 08:22:46 AM",161,34,1
"22","2016-04-27 08:22:46 AM",164,39,6
"23","2016-04-27 08:22:46 AM",167,38,6
"24","2016-04-27 08:22:46 AM",168,32,15
"25","2016-04-27 08:22:46 AM",173,18,31
"26","2016-04-27 08:22:46 AM",174,1,29
"27","2016-04-27 08:22:46 AM",195,28,17
"28","2016-04-27 08:22:46 AM",212,12,13
"29","2016-04-27 08:22:46 AM",216,17,6
"30","2016-04-27 08:22:46 AM",217,19,20
"31","2016-04-27 08:22:46 AM",223,19,13
"32","2016-04-27 08:22:46 AM",224,22,8
"33","2016-04-27 08:22:46 AM",225,28,9
"34","2016-04-27 08:22:46 AM",228,24,31
"35","2016-04-27 08:22:46 AM",229,8,14
"36","2016-04-27 08:22:46 AM",232,20,3
"37","2016-04-27 08:22:46 AM",233,36,2
"38","2016-04-27 08:22:46 AM",236,13,26
"39","2016-04-27 08:22:46 AM",237,22,17
