"","time","station_id","availableDocks","availableBikes"
"1","2016-04-26 08:13:52 PM",72,32,5
"2","2016-04-26 08:13:52 PM",79,19,11
"3","2016-04-26 08:13:52 PM",82,24,1
"4","2016-04-26 08:13:52 PM",83,43,18
"5","2016-04-26 08:13:52 PM",116,32,2
"6","2016-04-26 08:13:52 PM",119,10,9
"7","2016-04-26 08:13:52 PM",120,14,4
"8","2016-04-26 08:13:52 PM",127,28,1
"9","2016-04-26 08:13:52 PM",128,27,2
"10","2016-04-26 08:13:52 PM",137,46,0
"11","2016-04-26 08:13:52 PM",143,8,16
"12","2016-04-26 08:13:52 PM",144,15,4
"13","2016-04-26 08:13:52 PM",146,33,5
"14","2016-04-26 08:13:52 PM",147,27,3
"15","2016-04-26 08:13:52 PM",150,2,23
"16","2016-04-26 08:13:52 PM",151,28,0
"17","2016-04-26 08:13:52 PM",152,28,0
"18","2016-04-26 08:13:52 PM",153,54,0
"19","2016-04-26 08:13:52 PM",157,14,8
"20","2016-04-26 08:13:52 PM",160,24,1
"21","2016-04-26 08:13:52 PM",161,6,27
"22","2016-04-26 08:13:52 PM",164,43,2
"23","2016-04-26 08:13:52 PM",167,44,0
"24","2016-04-26 08:13:52 PM",168,41,6
"25","2016-04-26 08:13:52 PM",173,50,0
"26","2016-04-26 08:13:52 PM",174,2,28
"27","2016-04-26 08:13:52 PM",195,17,25
"28","2016-04-26 08:13:52 PM",212,25,2
"29","2016-04-26 08:13:52 PM",216,22,1
"30","2016-04-26 08:13:52 PM",217,20,18
"31","2016-04-26 08:13:52 PM",223,14,19
"32","2016-04-26 08:13:52 PM",224,30,0
"33","2016-04-26 08:13:52 PM",225,35,1
"34","2016-04-26 08:13:52 PM",228,36,13
"35","2016-04-26 08:13:52 PM",229,17,5
"36","2016-04-26 08:13:52 PM",232,23,0
"37","2016-04-26 08:13:52 PM",233,37,0
"38","2016-04-26 08:13:52 PM",236,7,31
"39","2016-04-26 08:13:52 PM",237,8,31
"40","2016-04-26 08:13:52 PM",238,0,28
"41","2016-04-26 08:13:52 PM",239,29,0
"42","2016-04-26 08:13:52 PM",241,15,7
"43","2016-04-26 08:13:52 PM",242,11,10
"44","2016-04-26 08:13:52 PM",243,17,13
"45","2016-04-26 08:13:52 PM",244,20,9
"46","2016-04-26 08:13:52 PM",245,20,3
"47","2016-04-26 08:13:52 PM",247,8,12
"48","2016-04-26 08:13:52 PM",248,22,1
"49","2016-04-26 08:13:52 PM",249,25,0
"50","2016-04-26 08:13:52 PM",250,38,0
"51","2016-04-26 08:13:52 PM",251,27,0
"52","2016-04-26 08:13:52 PM",252,18,15
"53","2016-04-26 08:13:52 PM",253,42,11
"54","2016-04-26 08:13:52 PM",254,13,18
"55","2016-04-26 08:13:52 PM",257,37,1
"56","2016-04-26 08:13:52 PM",258,17,6
"57","2016-04-26 08:13:52 PM",259,9,27
"58","2016-04-26 08:13:52 PM",260,32,3
"59","2016-04-26 08:13:52 PM",261,22,5
"60","2016-04-26 08:13:52 PM",262,23,1
"61","2016-04-26 08:13:52 PM",263,28,2
"62","2016-04-26 08:13:52 PM",264,16,8
"63","2016-04-26 08:13:52 PM",265,23,10
"64","2016-04-26 08:13:52 PM",266,10,14
"65","2016-04-26 08:13:52 PM",267,55,0
"66","2016-04-26 08:13:52 PM",268,0,0
"67","2016-04-26 08:13:52 PM",270,0,23
"68","2016-04-26 08:13:52 PM",274,14,16
"69","2016-04-26 08:13:52 PM",275,12,7
"70","2016-04-26 08:13:52 PM",276,25,0
"71","2016-04-26 08:13:52 PM",278,5,13
"72","2016-04-26 08:13:52 PM",279,30,6
"73","2016-04-26 08:13:52 PM",280,18,12
"74","2016-04-26 08:13:52 PM",281,45,9
"75","2016-04-26 08:13:52 PM",282,14,11
"76","2016-04-26 08:13:52 PM",284,11,29
"77","2016-04-26 08:13:52 PM",285,34,12
"78","2016-04-26 08:13:52 PM",289,13,6
"79","2016-04-26 08:13:52 PM",291,4,13
"80","2016-04-26 08:13:52 PM",293,15,35
"81","2016-04-26 08:13:52 PM",295,17,4
"82","2016-04-26 08:13:52 PM",296,31,0
"83","2016-04-26 08:13:52 PM",297,21,4
"84","2016-04-26 08:13:52 PM",298,16,19
"85","2016-04-26 08:13:52 PM",300,33,20
"86","2016-04-26 08:13:52 PM",301,2,35
"87","2016-04-26 08:13:52 PM",302,3,19
"88","2016-04-26 08:13:52 PM",303,7,23
"89","2016-04-26 08:13:52 PM",304,1,35
"90","2016-04-26 08:13:52 PM",305,31,1
"91","2016-04-26 08:13:52 PM",306,16,8
"92","2016-04-26 08:13:52 PM",307,12,16
"93","2016-04-26 08:13:52 PM",308,10,14
"94","2016-04-26 08:13:52 PM",309,39,1
"95","2016-04-26 08:13:52 PM",310,9,27
"96","2016-04-26 08:13:52 PM",311,25,6
"97","2016-04-26 08:13:52 PM",312,0,0
"98","2016-04-26 08:13:52 PM",313,11,10
"99","2016-04-26 08:13:52 PM",315,13,15
"100","2016-04-26 08:13:52 PM",316,35,3
"101","2016-04-26 08:13:52 PM",317,1,26
"102","2016-04-26 08:13:52 PM",319,26,2
"103","2016-04-26 08:13:52 PM",320,21,14
"104","2016-04-26 08:13:52 PM",321,24,3
"105","2016-04-26 08:13:52 PM",322,25,6
"106","2016-04-26 08:13:52 PM",323,14,25
"107","2016-04-26 08:13:52 PM",324,17,34
"108","2016-04-26 08:13:52 PM",325,19,16
"109","2016-04-26 08:13:52 PM",326,9,18
"110","2016-04-26 08:13:52 PM",327,35,0
"111","2016-04-26 08:13:52 PM",328,19,3
"112","2016-04-26 08:13:52 PM",329,30,0
"113","2016-04-26 08:13:52 PM",330,38,0
"114","2016-04-26 08:13:52 PM",331,20,6
"115","2016-04-26 08:13:52 PM",332,8,16
"116","2016-04-26 08:13:52 PM",334,18,11
"117","2016-04-26 08:13:52 PM",335,22,1
"118","2016-04-26 08:13:52 PM",336,5,31
"119","2016-04-26 08:13:52 PM",337,36,1
"120","2016-04-26 08:13:52 PM",339,14,10
"121","2016-04-26 08:13:52 PM",340,11,13
"122","2016-04-26 08:13:52 PM",341,3,15
"123","2016-04-26 08:13:52 PM",342,10,17
"124","2016-04-26 08:13:52 PM",343,23,0
"125","2016-04-26 08:13:52 PM",344,16,5
"126","2016-04-26 08:13:52 PM",345,19,16
"127","2016-04-26 08:13:52 PM",346,1,26
"128","2016-04-26 08:13:52 PM",347,34,1
"129","2016-04-26 08:13:52 PM",348,23,16
"130","2016-04-26 08:13:52 PM",349,11,11
"131","2016-04-26 08:13:52 PM",350,18,10
"132","2016-04-26 08:13:52 PM",351,19,17
"133","2016-04-26 08:13:52 PM",352,34,1
"134","2016-04-26 08:13:52 PM",353,23,4
"135","2016-04-26 08:13:52 PM",354,9,14
"136","2016-04-26 08:13:52 PM",355,35,7
"137","2016-04-26 08:13:52 PM",356,1,22
"138","2016-04-26 08:13:52 PM",357,24,0
"139","2016-04-26 08:13:52 PM",358,14,22
"140","2016-04-26 08:13:52 PM",359,41,9
"141","2016-04-26 08:13:52 PM",360,36,0
"142","2016-04-26 08:13:52 PM",361,34,8
"143","2016-04-26 08:13:52 PM",362,23,32
"144","2016-04-26 08:13:52 PM",363,18,31
"145","2016-04-26 08:13:52 PM",364,21,6
"146","2016-04-26 08:13:52 PM",365,23,6
"147","2016-04-26 08:13:52 PM",366,10,23
"148","2016-04-26 08:13:52 PM",367,25,6
"149","2016-04-26 08:13:52 PM",368,5,33
"150","2016-04-26 08:13:52 PM",369,20,10
"151","2016-04-26 08:13:52 PM",372,15,12
"152","2016-04-26 08:13:52 PM",373,4,12
"153","2016-04-26 08:13:52 PM",376,33,7
"154","2016-04-26 08:13:52 PM",377,41,4
"155","2016-04-26 08:13:52 PM",379,22,19
"156","2016-04-26 08:13:52 PM",380,9,27
"157","2016-04-26 08:13:52 PM",382,0,35
"158","2016-04-26 08:13:52 PM",383,17,22
"159","2016-04-26 08:13:52 PM",384,24,4
"160","2016-04-26 08:13:52 PM",385,24,2
"161","2016-04-26 08:13:52 PM",386,29,13
"162","2016-04-26 08:13:52 PM",387,28,8
"163","2016-04-26 08:13:52 PM",388,20,10
"164","2016-04-26 08:13:52 PM",389,17,10
"165","2016-04-26 08:13:52 PM",390,25,6
"166","2016-04-26 08:13:52 PM",391,30,0
"167","2016-04-26 08:13:52 PM",392,11,19
"168","2016-04-26 08:13:52 PM",393,10,21
"169","2016-04-26 08:13:52 PM",394,2,30
"170","2016-04-26 08:13:52 PM",395,20,10
"171","2016-04-26 08:13:52 PM",396,2,21
"172","2016-04-26 08:13:52 PM",397,15,10
"173","2016-04-26 08:13:52 PM",398,10,20
"174","2016-04-26 08:13:52 PM",399,9,18
"175","2016-04-26 08:13:52 PM",400,9,6
"176","2016-04-26 08:13:52 PM",401,0,0
"177","2016-04-26 08:13:52 PM",402,20,14
"178","2016-04-26 08:13:52 PM",403,19,0
"179","2016-04-26 08:13:52 PM",405,16,23
"180","2016-04-26 08:13:52 PM",406,24,8
"181","2016-04-26 08:13:52 PM",407,35,2
"182","2016-04-26 08:13:52 PM",408,0,20
"183","2016-04-26 08:13:52 PM",409,13,6
"184","2016-04-26 08:13:52 PM",410,10,25
"185","2016-04-26 08:13:52 PM",411,4,16
"186","2016-04-26 08:13:52 PM",412,25,4
"187","2016-04-26 08:13:52 PM",414,18,5
"188","2016-04-26 08:13:52 PM",415,35,3
"189","2016-04-26 08:13:52 PM",416,22,9
"190","2016-04-26 08:13:52 PM",417,18,5
"191","2016-04-26 08:13:52 PM",418,18,5
"192","2016-04-26 08:13:52 PM",419,17,6
"193","2016-04-26 08:13:52 PM",420,18,4
"194","2016-04-26 08:13:52 PM",421,16,3
"195","2016-04-26 08:13:52 PM",422,47,8
"196","2016-04-26 08:13:52 PM",423,38,0
"197","2016-04-26 08:13:52 PM",426,26,0
"198","2016-04-26 08:13:52 PM",427,39,7
"199","2016-04-26 08:13:52 PM",428,1,29
"200","2016-04-26 08:13:52 PM",430,12,12
"201","2016-04-26 08:13:52 PM",432,28,3
"202","2016-04-26 08:13:52 PM",433,8,31
"203","2016-04-26 08:13:52 PM",434,18,3
"204","2016-04-26 08:13:52 PM",435,44,0
"205","2016-04-26 08:13:52 PM",436,21,5
"206","2016-04-26 08:13:52 PM",437,13,11
"207","2016-04-26 08:13:52 PM",438,3,24
"208","2016-04-26 08:13:52 PM",439,7,32
"209","2016-04-26 08:13:52 PM",440,32,0
"210","2016-04-26 08:13:52 PM",441,22,13
"211","2016-04-26 08:13:52 PM",442,48,0
"212","2016-04-26 08:13:52 PM",443,18,5
"213","2016-04-26 08:13:52 PM",444,50,1
"214","2016-04-26 08:13:52 PM",445,1,41
"215","2016-04-26 08:13:52 PM",446,33,3
"216","2016-04-26 08:13:52 PM",447,26,1
"217","2016-04-26 08:13:52 PM",448,25,2
"218","2016-04-26 08:13:52 PM",449,29,1
"219","2016-04-26 08:13:52 PM",450,59,0
"220","2016-04-26 08:13:52 PM",453,16,20
"221","2016-04-26 08:13:52 PM",454,22,12
"222","2016-04-26 08:13:52 PM",455,38,0
"223","2016-04-26 08:13:52 PM",456,33,0
"224","2016-04-26 08:13:52 PM",457,37,2
"225","2016-04-26 08:13:52 PM",458,28,1
"226","2016-04-26 08:13:52 PM",459,19,29
"227","2016-04-26 08:13:52 PM",460,18,5
"228","2016-04-26 08:13:52 PM",461,7,30
"229","2016-04-26 08:13:52 PM",462,0,45
"230","2016-04-26 08:13:52 PM",463,24,1
"231","2016-04-26 08:13:52 PM",465,39,0
"232","2016-04-26 08:13:52 PM",466,34,0
"233","2016-04-26 08:13:52 PM",467,10,23
"234","2016-04-26 08:13:52 PM",468,56,0
"235","2016-04-26 08:13:52 PM",469,56,0
"236","2016-04-26 08:13:52 PM",470,6,28
"237","2016-04-26 08:13:52 PM",471,21,10
"238","2016-04-26 08:13:52 PM",472,36,2
"239","2016-04-26 08:13:52 PM",473,17,20
"240","2016-04-26 08:13:52 PM",474,44,0
"241","2016-04-26 08:13:52 PM",475,36,0
"242","2016-04-26 08:13:52 PM",476,38,8
"243","2016-04-26 08:13:52 PM",477,24,32
"244","2016-04-26 08:13:52 PM",478,1,28
"245","2016-04-26 08:13:52 PM",479,1,27
"246","2016-04-26 08:13:52 PM",480,22,4
"247","2016-04-26 08:13:52 PM",481,14,9
"248","2016-04-26 08:13:52 PM",482,26,11
"249","2016-04-26 08:13:52 PM",483,18,15
"250","2016-04-26 08:13:52 PM",484,39,1
"251","2016-04-26 08:13:52 PM",485,35,0
"252","2016-04-26 08:13:52 PM",486,39,0
"253","2016-04-26 08:13:52 PM",487,13,23
"254","2016-04-26 08:13:52 PM",488,9,30
"255","2016-04-26 08:13:52 PM",490,13,42
"256","2016-04-26 08:13:52 PM",491,52,0
"257","2016-04-26 08:13:52 PM",492,1,42
"258","2016-04-26 08:13:52 PM",493,32,1
"259","2016-04-26 08:13:52 PM",494,31,1
"260","2016-04-26 08:13:52 PM",495,0,23
"261","2016-04-26 08:13:52 PM",496,41,4
"262","2016-04-26 08:13:52 PM",497,43,13
"263","2016-04-26 08:13:52 PM",498,29,1
"264","2016-04-26 08:13:52 PM",499,30,5
