2014,1,1,986
2014,1,2,1600
2014,1,0,194
2014,1,1,15615
2014,1,2,588
2014,1,0,45
2014,1,1,8229
2014,2,2,363
2014,2,0,73
2014,2,1,6880
2014,2,2,557
2014,2,0,79
2014,2,1,10395
2014,3,2,1959
2014,3,0,128
2014,3,1,8257
2014,3,2,3042
2014,3,0,322
2014,3,1,12086
2014,3,2,3109
2014,3,0,465
2014,4,1,10044
2014,4,2,5405
2014,4,0,5629
2014,4,1,16818
2014,4,2,5435
2014,4,0,2101
2014,4,1,2393
2014,5,2,6202
2014,5,0,1059
2014,5,1,23905
2014,5,2,5871
2014,5,0,2708
2014,5,1,13449
2014,5,2,5872
2014,6,0,2258
2014,6,1,16827
2014,6,2,3609
2014,6,0,3316
2014,6,1,16624
2014,6,2,7277
2014,6,0,6353
2014,7,1,8034
2014,7,2,7405
2014,7,0,6670
2014,7,1,27297
2014,7,2,7933
2014,7,0,3992
2014,7,1,26349
2014,8,2,6951
2014,8,0,3273
2014,8,1,19139
2014,8,2,5661
2014,8,0,3474
2014,8,1,22845
2014,8,2,4359
2014,9,0,2413
2014,9,1,17106
2014,9,2,7818
2014,9,0,2787
2014,9,1,17298
2014,9,2,3090
2014,9,0,6037
2014,10,1,24336
2014,10,2,7144
2014,10,0,1472
2014,10,1,19853
2014,10,2,6566
2014,10,0,1952
2014,10,1,22223
2014,11,2,5495
2014,11,0,309
2014,11,1,21735
2014,11,2,3110
2014,11,0,255
2014,11,1,17457
2014,11,2,1822
2014,12,0,197
2014,12,1,7580
2014,12,2,3401
2014,12,0,521
2014,12,1,7154
2014,12,2,862
2014,12,0,962
2015,1,1,8488
2015,1,2,1604
2015,1,0,75
2015,1,1,11404
2015,1,2,2887
2015,1,0,310
2015,1,1,4590
2015,2,2,203
2015,2,0,29
2015,2,1,8517
2015,2,2,489
2015,2,0,80
2015,2,1,6280
2015,2,2,1201
2015,3,0,55
2015,3,1,5730
2015,3,2,3092
2015,3,0,726
2015,3,1,6591
2015,3,2,2708
2015,3,0,890
2015,4,1,10996
2015,4,2,3225
2015,4,0,3282
2015,4,1,19887
2015,4,2,4935
2015,4,0,1172
2015,4,1,22273
2015,5,2,6251
2015,5,0,3854
2015,5,1,24149
2015,5,2,5866
2015,5,0,3350
2015,5,1,12990
2015,5,2,6260
2015,6,0,480
2015,6,1,15570
2015,6,2,7027
2015,6,0,2438
2015,6,1,13121
2015,6,2,7957
2015,6,0,4183
2015,7,1,13249
2015,7,2,7193
2015,7,0,9421
2015,7,1,28509
2015,7,2,7951
2015,7,0,5868
2015,7,1,27074
2015,8,2,7964
2015,8,0,5725
2015,8,1,17347
2015,8,2,5913
2015,8,0,4704
2015,8,1,25831
2015,8,2,6639
2015,9,0,4896
2015,9,1,13511
2015,9,2,9798
2015,9,0,6506
2015,9,1,21675
2015,9,2,11193
2015,9,0,9208
2015,10,1,7331
2015,10,2,10983
2015,10,0,10981
2015,10,1,33728
2015,10,2,9782
2015,10,0,4891
2015,10,1,15735
2015,11,2,9136
2015,11,0,3507
2015,11,1,16392
2015,11,2,5948
2015,11,0,1942
2015,11,1,22494
2015,11,2,3170
2015,12,0,491
2015,12,1,15646
2015,12,2,8175
2015,12,0,2042
2015,12,1,12424
2015,12,2,3677
2015,12,0,3190
2014,1,2,137
2014,1,0,102
2014,1,1,5863
2014,1,2,3866
2014,1,0,452
2014,1,1,5190
2014,1,2,1737
2014,2,0,744
2014,2,1,5977
2014,2,2,1418
2014,2,0,34
2014,2,1,6990
2014,2,2,2301
2014,2,0,143
2014,3,1,8535
2014,3,2,2802
2014,3,0,483
2014,3,1,9957
2014,3,2,4415
2014,3,0,375
2014,3,1,5722
2014,4,2,2193
2014,4,0,607
2014,4,1,15728
2014,4,2,4123
2014,4,0,4210
2014,4,1,20440
2014,4,2,424
2014,5,0,5353
2014,5,1,13368
2014,5,2,6644
2014,5,0,813
2014,5,1,24666
2014,5,2,5194
2014,5,0,2904
2014,6,1,21253
2014,6,2,6433
2014,6,0,2110
2014,6,1,24073
2014,6,2,6473
2014,6,0,2728
2014,6,1,15462
2014,7,2,2796
2014,7,0,2885
2014,7,1,15874
2014,7,2,8075
2014,7,0,7512
2014,7,1,25055
2014,7,2,7734
2014,8,0,6286
2014,8,1,25545
2014,8,2,5062
2014,8,0,3520
2014,8,1,24811
2014,8,2,6771
2014,8,0,2847
2014,9,1,21761
2014,9,2,6651
2014,9,0,2841
2014,9,1,24790
2014,9,2,6526
2014,9,0,2530
2014,9,1,16537
2014,10,2,7169
2014,10,0,2303
2014,10,1,8910
2014,10,2,5565
2014,10,0,2527
2014,10,1,21912
2014,10,2,6253
2014,11,0,314
2014,11,1,9684
2014,11,2,5979
2014,11,0,643
2014,11,1,13232
2014,11,2,4643
2014,11,0,224
2014,12,1,12333
2014,12,2,2348
2014,12,0,83
2014,12,1,15139
2014,12,2,2055
2014,12,0,236
2014,12,1,5312
2015,1,2,2174
2015,1,0,250
2015,1,1,4766
2015,1,2,2487
2015,1,0,27
2015,1,1,12596
2015,1,2,778
2015,1,0,70
2015,2,1,7752
2015,2,2,1718
2015,2,0,80
2015,2,1,7553
2015,2,2,1133
2015,2,0,71
2015,3,1,5470
2015,3,2,1720
2015,3,0,843
2015,3,1,12947
2015,3,2,1920
2015,3,0,556
2015,3,1,6816
2015,4,2,2846
2015,4,0,2305
2015,4,1,11487
2015,4,2,5536
2015,4,0,4619
2015,4,1,15834
2015,4,2,6308
2015,5,0,6842
2015,5,1,24184
2015,5,2,6888
2015,5,0,5174
2015,5,1,23835
2015,5,2,5068
2015,5,0,3797
2015,6,1,9391
2015,6,2,6129
2015,6,0,4174
2015,6,1,17786
2015,6,2,4703
2015,6,0,3259
2015,6,1,11903
2015,7,2,5113
2015,7,0,4826
2015,7,1,16217
2015,7,2,8516
2015,7,0,8230
2015,7,1,26393
2015,7,2,8152
2015,8,0,12407
2015,8,1,28072
2015,8,2,4981
2015,8,0,6069
2015,8,1,27425
2015,8,2,8099
2015,8,0,5304
2015,9,1,29224
2015,9,2,5312
2015,9,0,4345
2015,9,1,28917
2015,9,2,9078
2015,9,0,4589
2015,9,1,20579
2015,10,2,1701
2015,10,0,4244
2015,10,1,20333
2015,10,2,10299
2015,10,0,3767
2015,10,1,30549
2015,10,2,4339
2015,10,0,6363
2015,11,1,30489
2015,11,2,4353
2015,11,0,2986
2015,11,1,30471
2015,11,2,6178
2015,11,0,3843
2015,12,1,14183
2015,12,2,5594
2015,12,0,1343
2015,12,1,23639
2015,12,2,3954
2015,12,0,899
2015,12,1,7443
2014,1,0,652
2014,1,1,7774
2014,1,2,1638
2014,1,0,157
2014,1,1,6392
2014,1,2,941
2014,1,0,119
2014,2,1,9078
2014,2,2,1146
2014,2,0,94
2014,2,1,3055
2014,2,2,1437
2014,2,0,1408
2014,2,1,9910
2014,3,2,1735
2014,3,0,253
2014,3,1,11627
2014,3,2,2224
2014,3,0,743
2014,3,1,12674
2014,3,2,1720
2014,4,0,649
2014,4,1,11219
2014,4,2,5751
2014,4,0,368
2014,4,1,10551
2014,4,2,5378
2014,4,0,2027
2014,5,1,14891
2014,5,2,3192
2014,5,0,6612
2014,5,1,13569
2014,5,2,7046
2014,5,0,3742
2014,5,1,24084
2014,6,2,5990
2014,6,0,4345
2014,6,1,22019
2014,6,2,7543
2014,6,0,2326
2014,6,1,25408
2014,6,2,6171
2014,7,0,2096
2014,7,1,22150
2014,7,2,6174
2014,7,0,1416
2014,7,1,16425
2014,7,2,7337
2014,7,0,2886
2014,8,1,14849
2014,8,2,7544
2014,8,0,6339
2014,8,1,22372
2014,8,2,7247
2014,8,0,6245
2014,8,1,24349
2014,9,2,6333
2014,9,0,3233
2014,9,1,26938
2014,9,2,7468
2014,9,0,2711
2014,9,1,26084
2014,9,2,6447
2014,10,0,1200
2014,10,1,22862
2014,10,2,2583
2014,10,0,2332
2014,10,1,12099
2014,10,2,5973
2014,10,0,1699
2014,11,1,4587
2014,11,2,2290
2014,11,0,2355
2014,11,1,16223
2014,11,2,3207
2014,11,0,752
2014,11,1,2873
2014,12,2,2837
2014,12,0,351
2014,12,1,8497
2014,12,2,3722
2014,12,0,367
2014,12,1,7557
2014,12,2,1628
2014,12,0,591
2015,1,1,11785
2015,1,2,1268
2015,1,0,74
2015,1,1,1439
2015,1,2,2831
2015,1,0,24
2015,1,1,4089
2015,2,2,1427
2015,2,0,192
2015,2,1,6337
2015,2,2,1537
2015,2,0,47
2015,2,1,8238
2015,3,2,1008
2015,3,0,42
2015,3,1,14975
2015,3,2,3114
2015,3,0,513
2015,3,1,12693
2015,3,2,2120
2015,4,0,902
2015,4,1,16761
2015,4,2,3874
2015,4,0,964
2015,4,1,12373
2015,4,2,3975
2015,4,0,1979
2015,5,1,13885
2015,5,2,6833
2015,5,0,7117
2015,5,1,23169
2015,5,2,6638
2015,5,0,7980
2015,5,1,24755
2015,6,2,2113
2015,6,0,3005
2015,6,1,27051
2015,6,2,4863
2015,6,0,3255
2015,6,1,22503
2015,6,2,4505
2015,7,0,4096
2015,7,1,23356
2015,7,2,6081
2015,7,0,3260
2015,7,1,14566
2015,7,2,8069
2015,7,0,5044
2015,8,1,16356
2015,8,2,8486
2015,8,0,10816
2015,8,1,25798
2015,8,2,8597
2015,8,0,11069
2015,8,1,28939
2015,9,2,9171
2015,9,0,6391
2015,9,1,30329
2015,9,2,9245
2015,9,0,5676
2015,9,1,33652
2015,9,2,8498
2015,9,0,2860
2015,10,1,30788
2015,10,2,8031
2015,10,0,5238
2015,10,1,14966
2015,10,2,9239
2015,10,0,3837
2015,10,1,18553
2015,11,2,9010
2015,11,0,6713
2015,11,1,28059
2015,11,2,9072
2015,11,0,4450
2015,11,1,6898
2015,12,2,3725
2015,12,0,1814
2015,12,1,26512
2015,12,2,6837
2015,12,0,521
2015,12,1,17631
2015,12,2,2544
2015,12,0,2595
2014,1,1,4217
2014,1,2,1634
2014,1,0,163
2014,1,1,8068
2014,1,2,2184
2014,1,0,28
2014,1,1,10567
2014,2,2,2949
2014,2,0,85
2014,2,1,3827
2014,2,2,520
2014,2,0,101
2014,2,1,8771
2014,2,2,1983
2014,3,0,439
2014,3,1,10745
2014,3,2,2991
2014,3,0,2634
2014,3,1,15097
2014,3,2,2988
2014,3,0,611
2014,4,1,17454
2014,4,2,2851
2014,4,0,1409
2014,4,1,8309
2014,4,2,3703
2014,4,0,1373
2014,4,1,20918
2014,5,2,5257
2014,5,0,2344
2014,5,1,15689
2014,5,2,3402
2014,5,0,2775
2014,5,1,9575
2014,5,2,6901
2014,6,0,7292
2014,6,1,25806
2014,6,2,6419
2014,6,0,5963
2014,6,1,22708
2014,6,2,7761
2014,6,0,4198
2014,7,1,19085
2014,7,2,6828
2014,7,0,3020
2014,7,1,16970
2014,7,2,6359
2014,7,0,2597
2014,7,1,23316
2014,8,2,5649
2014,8,0,3111
2014,8,1,14755
2014,8,2,6588
2014,8,0,3849
2014,8,1,14675
2014,8,2,6731
2014,8,0,5147
2014,9,1,24416
2014,9,2,7874
2014,9,0,2038
2014,9,1,26616
2014,9,2,7733
2014,9,0,3455
2014,10,1,20948
2014,10,2,6577
2014,10,0,2151
2014,10,1,23451
2014,10,2,4214
2014,10,0,392
2014,10,1,21162
2014,11,2,1101
2014,11,0,1773
2014,11,1,11755
2014,11,2,4216
2014,11,0,119
2014,11,1,9045
2014,11,2,848
2014,11,0,1129
2014,12,1,12314
2014,12,2,1819
2014,12,0,702
2014,12,1,15172
2014,12,2,1629
2014,12,0,1300
2014,12,1,7402
2015,1,2,2471
2015,1,0,46
2015,1,1,10464
2015,1,2,329
2015,1,0,170
2015,1,1,3489
2015,1,2,1029
2015,2,0,9
2015,2,1,5099
2015,2,2,1225
2015,2,0,44
2015,2,1,2465
2015,2,2,1592
2015,3,0,118
2015,3,1,4382
2015,3,2,3743
2015,3,0,148
2015,3,1,12229
2015,3,2,2917
2015,3,0,459
2015,4,1,15453
2015,4,2,4325
2015,4,0,454
2015,4,1,17261
2015,4,2,4483
2015,4,0,1211
2015,4,1,18476
2015,5,2,5016
2015,5,0,3141
2015,5,1,14178
2015,5,2,6602
2015,5,0,3871
2015,5,1,11574
2015,5,2,7382
2015,5,0,4623
2015,6,1,22178
2015,6,2,8125
2015,6,0,8443
2015,6,1,25024
2015,6,2,6532
2015,6,0,4908
2015,7,1,25823
2015,7,2,7069
2015,7,0,3392
2015,7,1,24888
2015,7,2,5735
2015,7,0,4841
2015,7,1,25914
2015,8,2,6416
2015,8,0,5269
2015,8,1,15805
2015,8,2,8116
2015,8,0,5238
2015,8,1,16622
2015,8,2,8930
2015,8,0,9748
2015,9,1,25528
2015,9,2,9331
2015,9,0,8337
2015,9,1,34062
2015,9,2,10444
2015,9,0,7269
2015,9,1,27968
2015,10,2,9549
2015,10,0,4918
2015,10,1,33304
2015,10,2,5245
2015,10,0,4566
2015,10,1,29328
2015,10,2,6840
2015,11,0,5559
2015,11,1,18485
2015,11,2,7925
2015,11,0,2762
2015,11,1,17362
2015,11,2,2550
2015,11,0,2629
2015,12,1,25823
2015,12,2,7451
2015,12,0,5281
2015,12,1,16944
2015,12,2,4411
2015,12,0,5815
2015,12,1,15783
2014,1,2,1190
2014,1,0,29
2014,1,1,10763
2014,1,2,1774
2014,1,0,783
2014,1,1,2087
2014,1,2,2433
2014,1,0,114
2014,2,1,7074
2014,2,2,1075
2014,2,0,50
2014,2,1,3878
2014,2,2,2865
2014,2,0,198
2014,3,1,5996
2014,3,2,2306
2014,3,0,547
2014,3,1,11412
2014,3,2,3855
2014,3,0,1273
2014,3,1,14386
2014,4,2,4412
2014,4,0,2487
2014,4,1,20578
2014,4,2,1846
2014,4,0,1747
2014,4,1,20200
2014,4,2,5612
2014,5,0,1694
2014,5,1,23405
2014,5,2,6025
2014,5,0,1796
2014,5,1,22511
2014,5,2,3481
2014,5,0,3497
2014,6,1,17218
2014,6,2,7568
2014,6,0,1426
2014,6,1,16166
2014,6,2,6690
2014,6,0,6807
2014,6,1,24379
2014,7,2,5401
2014,7,0,7342
2014,7,1,25588
2014,7,2,4577
2014,7,0,3873
2014,7,1,24381
2014,7,2,6987
2014,7,0,2939
2014,8,1,24117
2014,8,2,5655
2014,8,0,2105
2014,8,1,23437
2014,8,2,5509
2014,8,0,3018
2014,8,1,9405
2014,9,2,7182
2014,9,0,2656
2014,9,1,11303
2014,9,2,8054
2014,9,0,4591
2014,9,1,24460
2014,10,2,5794
2014,10,0,1454
2014,10,1,23467
2014,10,2,6831
2014,10,0,3261
2014,10,1,7151
2014,10,2,5945
2014,10,0,1584
2014,11,1,23067
2014,11,2,4097
2014,11,0,995
2014,11,1,6479
2014,11,2,2885
2014,11,0,1099
2014,11,1,8473
2014,12,2,3153
2014,12,0,209
2014,12,1,9020
2014,12,2,3512
2014,12,0,392
2014,12,1,6794
2014,12,2,1746
2015,1,0,226
2015,1,1,7282
2015,1,2,2259
2015,1,0,234
2015,1,1,12279
2015,1,2,628
2015,1,0,93
2015,2,1,4092
2015,2,2,1371
2015,2,0,114
2015,2,1,3301
2015,2,2,645
2015,2,0,49
2015,3,1,2162
2015,3,2,738
2015,3,0,516
2015,3,1,3070
2015,3,2,2704
2015,3,0,932
2015,3,1,11036
2015,4,2,3791
2015,4,0,2428
2015,4,1,13156
2015,4,2,4478
2015,4,0,1584
2015,4,1,16355
2015,4,2,5046
2015,4,0,2393
2015,5,1,23337
2015,5,2,5278
2015,5,0,3592
2015,5,1,21626
2015,5,2,4356
2015,5,0,4710
2015,5,1,10929
2015,6,2,6111
2015,6,0,3812
2015,6,1,15695
2015,6,2,7185
2015,6,0,6800
2015,6,1,26065
2015,7,2,7620
2015,7,0,9524
2015,7,1,22398
2015,7,2,7654
2015,7,0,5829
2015,7,1,28892
2015,7,2,7789
2015,7,0,2970
2015,8,1,27211
2015,8,2,6095
2015,8,0,5476
2015,8,1,24607
2015,8,2,6586
2015,8,0,4879
2015,8,1,16592
2015,9,2,8037
2015,9,0,11487
2015,9,1,18351
2015,9,2,10967
2015,9,0,10825
2015,9,1,33418
2015,9,2,8617
2015,10,0,1414
2015,10,1,34629
2015,10,2,10505
2015,10,0,5151
2015,10,1,33863
2015,10,2,9000
2015,10,0,3564
2015,11,1,33469
2015,11,2,7119
2015,11,0,2510
2015,11,1,29159
2015,11,2,6226
2015,11,0,1409
2015,11,1,11696
