0,174320
13,1029000
1,98414
14,1060612
2,58177
15,1113033
3,35919
16,1292637
4,33549
17,1765881
5,95924
18,1688742
6,381739
19,1186095
7,787900
20,790193
8,1402876
21,555470
9,1147951
22,424584
10,792144
23,290209
11,835812
12,978004
