0,197589
13,1016577
1,111413
14,1048817
2,64698
15,1095263
3,40193
16,1244680
4,33278
17,1690086
5,75366
18,1760107
6,325996
19,1301427
7,684340
20,867160
8,1285457
21,597855
9,1252783
22,453788
10,808351
23,319346
11,794186
12,950429
